r_shoulder_pan_joint,r_shoulder_lift_joint,r_upper_arm_roll_joint,r_elbow_flex_joint,r_forearm_roll_joint,r_wrist_flex_joint,r_wrist_roll_joint,RWrist = 6x,RWrist = 6y,RElbow = 7x,RElbow = 7y,RShoulder = 8x,RShoulder = 8y
0.0505673976,0.8360357032,-1.2430473327,-0.4264745779,1.0026527685,-0.3740050793,-2.017057705,0.6666666667,0.6086956522,0.6712962963,0.8315217391,0.4722222222,0.7282608696
-0.5698978411,0.39547561,-2.446750998,-1.3532626814,1.0192250717,-1.8080013063,-2.4671242181,0.6759259259,0.6195652174,0.6666666667,0.8423913043,0.4768518519,0.722826087
-0.0953340974,0.985350939,-1.0847601156,-0.2276999122,-2.3165482033,-0.9668876096,-1.7601500193,0.6666666667,0.6032608696,0.6712962963,0.8315217391,0.4675925926,0.7336956522
-1.9584231904,-0.2619571448,-2.4293656082,-0.99170183,2.048803911,-0.1691583572,-2.187813301,0.6851851852,0.6141304348,0.6805555556,0.8423913043,0.4768518519,0.7173913043
-1.6705844812,1.1444185943,-0.6748509875,-2.0030779274,-1.201775825,-0.1528686024,0.9208899025,0.6851851852,0.6032608696,0.5416666667,0.7282608696,0.462962963,0.7336956522
-1.5236712134,-0.0105683377,-1.838885468,-0.3374376148,-2.1722215962,-0.4573463327,2.5708410152,0.6805555556,0.597826087,0.6527777778,0.8315217391,0.4814814815,0.6956521739
-1.4394175395,0.1340923744,-0.6189529639,-1.9322299028,-1.877752472,-1.799486043,-2.3904858839,0.6759259259,0.6032608696,0.6851851852,0.8369565217,0.4861111111,0.7119565217
0.0928183465,0.707652393,-1.414535685,-1.4548325623,-2.7048483269,-1.6647771739,-1.4815600575,0.6898148148,0.722826087,0,0,0.4768518519,0.8641304348
-0.2365789874,-0.0261835374,-1.3476037122,-0.5481596667,-0.3188032113,-1.0197607062,1.82434924,0.6805555556,0.7065217391,0.6759259259,0.8260869565,0.4814814815,0.8206521739
-0.0648280676,0.8456526026,-1.9638820049,-2.0138646033,-0.8050685906,-1.7692187599,-2.6803768133,0.6805555556,0.6576086957,0.6574074074,0.7934782609,0.4861111111,0.8097826087
-0.4019757611,0.1380781187,-2.7906725707,-0.2984488295,-0.2804762498,-0.7792306383,3.0785277108,0.625,0.6902173913,0.625,0.8206521739,0.4305555556,0.8206521739
-0.4816288331,-0.0732392646,-1.1749622151,-1.2531897612,-0.1157421841,-0.6245427321,-1.7219531288,0.6064814815,0.7010869565,0.6157407407,0.8695652174,0.4212962963,0.7880434783
-1.1611574333,-0.3349451497,-1.5334563094,-0.243001123,2.1897038388,-1.548941267,-2.4533393048,0.7222222222,0.5869565217,0.7222222222,0.7934782609,0.5138888889,0.7608695652
-0.1777728809,0.8348874475,0.2810509251,-0.8672969512,-2.1835882458,-0.5666055981,1.9211832548,0.7083333333,0.5760869565,0.7037037037,0.7934782609,0.5046296296,0.7554347826
-1.0454667607,0.7014979583,-0.8337856621,-1.6911632882,0.5274991532,-1.1769381577,-0.6287824182,0.712962963,0.5869565217,0.712962963,0.7989130435,0.5046296296,0.7934782609
-0.4300563999,-0.2005673587,-3.4531003745,-0.3298832355,-0.0768882956,-0.4960873021,-1.6928076342,0.6944444444,0.5923913043,0.6712962963,0.8043478261,0.4953703704,0.7608695652
-1.6786599158,0.3839915171,-1.7976967738,-1.8382236951,-1.0542441179,-1.7066393769,2.0014699662,0.7175925926,0.5869565217,0.7083333333,0.8043478261,0.5046296296,0.7608695652
-1.23609119,1.1247540406,0.4168663331,-0.3678978332,-0.5973575979,-0.6285544775,2.6090078003,0.7268518519,0.5815217391,0.7314814815,0.7989130435,0.5092592593,0.7554347826
-2.1021814877,1.0306627682,-2.3112857958,-0.9216418127,1.0001762384,-0.8590867777,-1.8552799978,0.7175925926,0.5815217391,0.7175925926,0.8043478261,0.5046296296,0.7880434783
-0.3448644868,0.5299838908,-0.2417482562,-2.1090603259,-1.2590287274,-0.6408529,2.9323387943,0.7083333333,0.5869565217,0.6990740741,0.7934782609,0.5,0.7826086957
-1.5688735054,0.6192010331,-0.1195216218,-1.0491729902,1.2350470338,-0.3561250004,-0.3657531021,0.7268518519,0.5923913043,0.712962963,0.8043478261,0.5185185185,0.7608695652
-0.9671970484,-0.2198557397,-1.3687374717,-1.2384107639,2.2811162997,-1.7623451623,2.6994437941,0.7083333333,0.5923913043,0.6990740741,0.7934782609,0.5092592593,0.75
-1.8634719408,0.8856609916,-2.4150635385,-0.1929457231,0.3888141243,-1.7386446221,0.4700449211,0.712962963,0.5869565217,0.7083333333,0.7989130435,0.5,0.7826086957
-0.8539022219,-0.0968097299,-0.4676547784,-1.3964679866,0.8385747323,-1.710925787,2.1512498624,0.7175925926,0.5923913043,0.7175925926,0.8097826087,0.5092592593,0.7391304348
0.4984054703,0.6447972822,-1.0669503146,-0.470610716,2.3582454136,-1.3310865858,-2.0341098073,0.6759259259,0.3043478261,0,0,0.4861111111,0.7717391304
-0.6636810951,0.3642435573,0.6377015785,-1.5238485592,1.4566437377,-1.7279896988,-0.5151097716,0.712962963,0.5815217391,0.712962963,0.7934782609,0.5092592593,0.7445652174
-1.6919056792,0.0624545831,0.3545751152,-0.8876836209,-0.4082127676,-0.6931700917,0.9413857403,0.7314814815,0.5869565217,0.7222222222,0.8043478261,0.5138888889,0.7554347826
-0.7929498952,0.81819826,0.2250552177,-1.1398061921,-3.1092379849,-1.3802775773,2.7969012841,0.7175925926,0.5869565217,0.7175925926,0.8043478261,0.5185185185,0.7608695652
0.0892752475,0.232184802,-2.7872252781,-1.5178152847,1.0436013479,-0.528782536,-1.2958191056,0.7083333333,0.5815217391,0.6944444444,0.7934782609,0.5,0.7336956522
-0.7410030876,0.930901677,-1.4833668064,-2.0171753325,-2.6883052353,-0.1652456037,-1.2390811123,0.6944444444,0.3641304348,0.6759259259,0.1195652174,0.4953703704,0.7554347826
-1.0183220276,1.2444185701,-1.748810575,-1.2551086897,-2.6391615351,-1.6417829524,-1.8019395748,0.7175925926,0.5923913043,0.7037037037,0.8043478261,0.5231481481,0.7880434783
-1.194395823,-0.1073315934,0.0097588882,-1.5438813832,1.2639596332,-1.4882506497,-2.3512743748,0.712962963,0.597826087,0.6944444444,0.8097826087,0.5138888889,0.7554347826
-1.6740004674,-0.1846050251,-1.5419289709,-0.25228937,0.2383553463,-0.2795587983,-0.1135364299,0.7222222222,0.5923913043,0.7222222222,0.8043478261,0.5231481481,0.7554347826
-1.0810525237,0.4401904601,-3.0080537457,-1.8049841837,-1.6124748468,-1.4364059476,0.523976837,0.7083333333,0.5869565217,0.6527777778,0.6358695652,0.5046296296,0.7880434783
0.0017744956,0.9444070676,-1.0708356118,-2.1069050254,1.8970232593,-1.7359925248,1.7284568295,0.6990740741,0.5923913043,0.6898148148,0.7989130435,0.5046296296,0.7880434783
-0.5540050178,0.2775408223,-3.0325845625,-1.1190293364,1.696952068,-1.517878825,2.9655239762,0.6805555556,0.6086956522,0.6481481481,0.8315217391,0.4861111111,0.7717391304
-2.0916564926,-0.2632806977,-1.2591544201,-0.2250724513,-1.545247548,-0.7263519767,-2.5189655597,0.7407407407,0.5815217391,0.7361111111,0.8043478261,0.5231481481,0.7608695652
-0.6922186956,1.1240268701,-1.2231359599,-1.2375733066,-1.1494257594,-1.0221504444,-0.5739203043,0.7083333333,0.5815217391,0.662037037,0.6630434783,0.5046296296,0.7989130435
0.2806542644,0.547932063,-1.5101598582,-1.1807765859,-2.6915387553,-0.2802384965,-2.9795415841,0.7083333333,0.3206521739,0.7037037037,0.0706521739,0.5185185185,0.6467391304
0.5124198839,0.9973825743,-1.6403602098,-0.218234525,-2.9211148143,-1.9691908757,-3.0068648137,0.712962963,0.5380434783,0.7083333333,0.7554347826,0.5324074074,0.625
0.0485324647,1.133615714,-0.1662088734,-0.8595584832,2.2730351519,-1.8435817677,1.163032536,0.7175925926,0.5434782609,0.7083333333,0.7391304348,0.5277777778,0.6467391304
-0.5673258456,0.0277905152,-2.4548616725,-0.2309838641,2.4464489797,-1.5805067201,-2.0198552799,0.712962963,0.5434782609,0.7083333333,0.7608695652,0.5324074074,0.652173913
-0.7899203533,0.8779984454,0.1730185345,-1.7309304382,0.246802266,-0.3982386725,-0.2757777051,0.7314814815,0.5434782609,0.7222222222,0.7663043478,0.537037037,0.652173913
-0.3117958596,0.4831492592,-0.4197183189,-1.7561258135,-1.1471864751,-0.7981969733,2.2545293845,0.7222222222,0.8097826087,0.6944444444,0.9347826087,0.4953703704,0.9293478261
-1.1371178515,0.1357974045,-0.3254542303,-1.719761335,-1.4437799597,-0.1201895789,0.5704919983,0.7407407407,0.8043478261,0.7037037037,0.9402173913,0.5,0.9293478261
-1.2102971594,1.1202552603,-3.5189891459,-0.5514112882,2.7473441281,-1.296735612,0.3238043723,0.7314814815,0.6630434783,0.7175925926,0.8695652174,0.5231481481,0.8532608696
-1.9481705699,0.9168561243,0.5330520176,-0.21656287,0.0519628048,-1.6608487832,-1.3567986894,0.7638888889,0.6576086957,0.7268518519,0.8695652174,0.5555555556,0.8586956522
-1.4583622813,0.8676534183,0.3457907028,-0.9775479663,-1.319659019,-0.2963966305,-1.1533305336,0.7453703704,0.6630434783,0.7361111111,0.8695652174,0.5462962963,0.8532608696
-0.10753785402788463,0.16513537713047122,-1.3693217059597371,-1.177859304060275,0.569229290753364,-1.489519455865957,2.6466707930334454,0.6666666666666666,0.3641304347826087,0.6342592592592593,0.18478260869565216,0.49074074074074076,0.8586956521739131
-1.5343370106161096,-0.2961849865875207,-3.4775939841754733,-1.7375511320488528,2.128224264717403,-0.4028893301263452,3.086775403008418,0.75,0.6521739130434783,0.7361111111111112,0.8695652173913043,0.5370370370370371,0.8260869565217391
-0.11114696553717485,0.09634743344436869,-0.5359509838744994,-1.9665826467411827,1.5054942004363596,-0.10017842662055054,-2.4340829068546785,0.7268518518518519,0.6521739130434783,0.7314814814814815,0.8586956521739131,0.5277777777777778,0.8641304347826086
0.3307655389351547,-0.2999039152427344,-2.906028929259628,-0.5530349357567494,0.8993357122794077,-0.40366090144962086,0.9590000668878362,0,0,0,0,0.5138888888888888,0.8315217391304348
-1.578723549432775,0.865689287106134,0.46957831960171514,-1.1428243469356327,2.4111412704662945,-1.8743452297523617,-1.3900627942206747,0.7546296296296297,0.6684782608695652,0.7407407407407407,0.8641304347826086,0.5555555555555556,0.8586956521739131
0.4074221149484325,1.0618317216035447,0.09534255275502845,-0.32326872779480165,-2.5825532762929404,-1.0222014443948866,1.2437683062280378,0.7407407407407407,0.6630434782608695,0.7361111111111112,0.875,0.5416666666666666,0.8478260869565217
-2.098520879643338,0.7796331614665223,0.1346625613979997,-0.8178580446316162,-2.9451720617351573,-1.37841776215937,-1.0130393493380017,0.7592592592592593,0.6521739130434783,0.7361111111111112,0.8641304347826086,0.5416666666666666,0.8478260869565217
0.37200496647751446,0.6591169889232144,-1.6006553657352924,-0.5657449693210423,-2.4773794537353586,-0.7862502623116598,-1.9739453731937384,0.7129629629629629,0.657608695652174,0.6574074074074074,0.6684782608695652,0.5138888888888888,0.8695652173913043
-0.2755160699674368,-0.21509394340042493,-2.488626797124743,-1.6623939344235232,2.3660256917470655,-1.5807798377471045,0.9385537430335207,0.7083333333333334,0.9402173913043478,0,0,0.5277777777777778,0.9347826086956522
-1.8472668587323486,0.43501243096548137,-1.8719508458860217,-1.6495004450978945,1.8025536273195728,-0.8219959860900417,1.0856971770167378,0.7361111111111112,0.657608695652174,0.75,0.8641304347826086,0.5277777777777778,0.8641304347826086
-1.8352813323121593,-0.17690895708904136,-3.6630734923295676,-0.4206047251979588,0.9630366104317911,-1.455840718676336,-1.746206181982301,0.7037037037037037,0.6413043478260869,0.5555555555555556,0.7065217391304348,0.5324074074074074,0.8152173913043478
0.18482872992046362,0.8445604764747666,-0.43270141528919304,-0.5533811707322951,0.05876931060625257,-1.7068936966126784,2.6240216027466152,0.7268518518518519,0.6630434782608695,0.7175925925925926,0.875,0.5277777777777778,0.8586956521739131
-0.5967946387674012,0.8484322227590252,-2.657096826843917,-1.066687807815755,-2.6778608194460967,-1.8207418065983803,3.135764945333781,0.7175925925925926,0.6739130434782609,0.7175925925925926,0.8913043478260869,0.5138888888888888,0.875
-0.30110354307869236,0.921339318174636,0.33875260697677767,-0.29415599476557674,-0.731353775363186,-1.7015384082915261,-1.5586288465305045,0.7222222222222222,0.657608695652174,0.7222222222222222,0.875,0.5231481481481481,0.8695652173913043
-0.8698146469042229,0.5195377093386139,-0.9304153551347549,-1.4367142156623771,2.787300269741338,-0.140638648113236,2.4917836611341277,0.7129629629629629,0.6521739130434783,0.7175925925925926,0.875,0.5185185185185185,0.8695652173913043
-0.06688561652125635,0.39741996110011824,-0.021613019797950717,-0.8199530085975537,0.7451849972490949,-1.820800348278135,-2.773795124980708,0.7175925925925926,0.6630434782608695,0.7083333333333334,0.8695652173913043,0.5138888888888888,0.8478260869565217
-0.2951069137157598,0.6038044754162198,-2.065668772906065,-1.5299716944948771,-1.2871212705444446,-1.159399513876997,-1.4272953598721962,0.7129629629629629,0.6684782608695652,0.7037037037037037,0.8804347826086957,0.5185185185185185,0.8315217391304348
-0.4658511878767744,-0.24318078373218888,-1.8964952336624263,-0.5379342735624639,-2.2365239394449885,-1.9795976543799043,0.07456389582841094,0.7314814814814815,0.6739130434782609,0.7314814814814815,0.875,0.5185185185185185,0.8532608695652174
-0.7260999284067049,0.13062785999507182,-2.7023192258551716,-1.0491548940175446,1.7031102157994686,-1.3712896523997187,1.7012803656817237,0.7361111111111112,0.6793478260869565,0.7314814814814815,0.8858695652173914,0.5462962962962963,0.8695652173913043
-1.4124387109507839,-0.09473492474064699,-1.2392327023670076,-1.2905498488359852,-0.0014201438175476255,-0.8335344970226288,-1.9759823271610473,0.7268518518518519,0.657608695652174,0.7222222222222222,0.8641304347826086,0.5277777777777778,0.8369565217391305
-0.07382803322552389,0.12576033789040525,0.485313449986279,-0.7161679938968271,0.7598073271964014,-1.6227628219639882,1.8819505392739329,0.7129629629629629,0.6521739130434783,0.7083333333333334,0.8532608695652174,0.5277777777777778,0.8532608695652174
-0.7097249386447158,0.2285354086065432,-1.3531010321341452,-0.5660605532167944,-1.3191316209554542,-0.6353474128060044,-0.6359036503623519,0.7268518518518519,0.657608695652174,0.7222222222222222,0.8695652173913043,0.5231481481481481,0.8478260869565217
-0.9183906092857144,1.2031843414244707,0.035958622861653744,-0.23332124383568287,1.8328290300344756,-1.4443679022369906,2.7462853835238406,0.7361111111111112,0.6630434782608695,0.7314814814814815,0.875,0.5324074074074074,0.8369565217391305
-0.3800296256162896,0.6128411141345278,-1.1650997976772484,-1.4331385017539375,0.1558485733643562,-1.0764104753732682,2.9996458966861788,0.6944444444444444,0.5815217391304348,0.6898148148148148,0.7934782608695652,0.49537037037037035,0.7880434782608695
-1.2351961398350935,0.7286071887926665,-2.684483360685408,-0.35066550936335683,-0.8208167676844838,-0.10671895192936076,-1.7657063957530479,0.7268518518518519,0.592391304347826,0.7222222222222222,0.8097826086956522,0.5324074074074074,0.782608695652174
-0.38678205139774824,0.9393590896575014,-3.6291162107139825,-0.5231327931886771,2.5469568162774996,-1.4389602274866775,-2.298717250777472,0.7175925925925926,0.592391304347826,0.6620370370370371,0.6467391304347826,0.5138888888888888,0.782608695652174
-1.4642246256205862,-0.25039416573259515,-0.1625938888639209,-1.1338419199699536,1.674302751898681,-0.7820268663577736,-2.0575718007529717,0.7314814814814815,0.592391304347826,0.7175925925925926,0.8043478260869565,0.5277777777777778,0.7880434782608695
-0.46493500835110724,0.24980910038417203,-2.211986784264445,-2.070104932655348,-0.9929432787931423,-0.4863073538523168,0.3474864603087071,0.7222222222222222,0.592391304347826,0.7129629629629629,0.7934782608695652,0.5185185185185185,0.8043478260869565
-0.4391996948126169,0.11206944795376622,-1.165616832859814,-1.490889372461429,-0.741398884799457,-1.262128519336693,-0.5380792575951641,0.6990740740740741,0.5869565217391305,0.7083333333333334,0.7934782608695652,0.5092592592592593,0.7663043478260869
-1.0412060440136686,1.2444275130834197,-0.2348650026135144,-0.5912429853203007,2.8141918522379754,-1.8192672436358408,-1.2611532604154467,0.7361111111111112,0.592391304347826,0.7361111111111112,0.8206521739130435,0.5324074074074074,0.782608695652174
-1.957440045345718,0.8465206655634335,-3.2927266717888415,-0.7557750740193296,0.7127027284836487,-1.7985418871510774,1.750588993846864,0.7268518518518519,0.5978260869565217,0.7314814814814815,0.8097826086956522,0.5231481481481481,0.75
-0.9691908027129013,0.1680485587887932,-3.724637714121491,-1.365877917017159,-3.1190873749431747,-0.4949970609508456,0.6876618997411916,0.7129629629629629,0.5869565217391305,0.6712962962962963,0.6467391304347826,0.5324074074074074,0.75
-1.1631533206060587,-0.037856713357730776,-0.8213311095722018,-1.6783570031023818,-2.274258809722371,-0.16606819932349026,0.6447511945780819,0.7268518518518519,0.6032608695652174,0.7268518518518519,0.8206521739130435,0.5231481481481481,0.7554347826086957
0.09492650620387355,0.6674442655018066,-0.9044962565414605,-0.5727988255360164,-2.7759523527579035,-1.3236336297588425,-0.7105766286773436,0.7175925925925926,0.6032608695652174,0.7129629629629629,0.8206521739130435,0.5138888888888888,0.7880434782608695
0.36323111168352407,0.242714018074912,-0.4772568696178494,-1.9434691324606073,-2.7178474468782032,-0.22289553827140485,3.1042525444415103,0.7129629629629629,0.5815217391304348,0.7037037037037037,0.7989130434782609,0.5185185185185185,0.7771739130434783
